Title,Founder,Site URL,Categories
Smartalpha,"Kurucu Ortaklar: Utku Kaya, Ozan Biler",https://smartalpha.ai/,['makine öğrenmesi']
Smartopt,Metin Türkay,https://www.smartopt.com.tr/,"['makine öğrenmesi', 'optimizasyon']"
Solarify,Ozan Tuncan,https://solarify.io/tr/,"['öngörü ve veri analitiği', 'makine öğrenmesi']"
Solvera Yazılım,"Baha Tosun, Serhat Külcü",https://www.solvera.com.tr/,"['makine öğrenmesi', 'doğal dil i̇şleme']"
SorsLab,"Elmas Yasemin Turkut, Ahmet Sarp Özışık",https://www.sorslab.com/,['generative ai']
Soundlabai,Yüksel Arslan,https://www.soundlabai.com/,['makine öğrenmesi']
Spechtlab,Mehmet Emin Cürmen,https://spechtlab.com/,"['görüntü i̇şleme', 'makine öğrenmesi']"
Spiky AI,Burak Aksar ve Furkan Eris,https://www.spiky.ai/,['öngörü ve veri analitiği']
Stockimg AI,"Buğrahan Zeki Kadak, İsmail Berhan Perincekli",https://stockimg.ai/,['generative ai']
Summarify,"Kurucu Ortaklar: Uzay Çetin, Yunus Emre Gündoğmuş",https://summarify.io/,['doğal dil i̇şleme']
Supsis Canlı Destek ve Chatbot Sistemi,xx,https://supsis.com/,['chatbot ve diyalogsal yapay zeka']
Sweephy,Abdullah Alka Kandilli,https://sweephy.com/,['öngörü ve veri analitiği']
Syntonym,Batuhan Özcan ve Emre Çavunt,https://syntonym.com/,"['otonom araçlar', 'görüntü i̇şleme']"
Tahsilist,"Haydar Suha Akça, Aydın Kocabaş",https://www.tahsilist.com/,['öngörü ve veri analitiği']
Techbros,Güneş İnal,https://www.techbros.com.tr/,['öngörü ve veri analitiği']
TechSign,Emre Yılmaz,https://www.techsign.com.tr/,['görüntü i̇şleme']
TeknoTAM,Ali Adil Ünlükal,https://www.teknotam.com.tr/,['görüntü i̇şleme']
Telescope,"Soner Ergen, Evrim Uyar, Çiğdem Turan, Barış Bagatur",https://marketingtelescope.com/,['marketing/digital marketing saas']
testint.ai,"Demet Demir, Övgü Özdemir, N. Alpay Karagöz",https://testint.ai/,"['akıllı platformlar', 'otonom araçlar', 'görüntü i̇şleme']"
TEXINSIGHT,"Çetin KOSİFOĞLU, Ömer Faruk KOÇ",https://www.texinsight.com/,"['makine öğrenmesi', 'doğal dil i̇şleme', 'akıllı platformlar', 'görüntü i̇şleme']"
Textcortex,Ceyhun Derinbogaz ve Dominik Lambersy,https://textcortex.com/,['doğal dil i̇şleme']
The Clico,"Mehmet Sadettin AKALIN, Halil BÖLÜK, Büşra ALASYA DEMİRAL",https://www.the-clico.com/,['doğal dil i̇şleme']
Tiko,Sina Afra,https://tiko.es/,['makine öğrenmesi']
Topraq AI,Mehmet Gökçe Bilyay,https://www.topraq.ai/,['nesnelerin i̇nterneti']
Tractus,Cüneyit Kandaşoğlu,https://www.tractus.com.tr/,"['görüntü i̇şleme', 'makine öğrenmesi']"
Trendbox,Kurucu Ortaklar: Ozan Tezer-CEO – Nasuh Akın,https://trendbox.io/,['öngörü ve veri analitiği']
Turk AI,"Barış Ünver, Murat Aksoy",https://www.turkai.com/,"['görüntü i̇şleme', 'makine öğrenmesi', 'öngörü ve veri analitiği']"
Tytovision,Cankat İnal,https://www.tytovision.com/,['görüntü i̇şleme']
UAhero,"Oğuz Silahtar, Gün Makinabakan, Bora Tokyay",https://www.uahero.ai/,"['optimizasyon', 'akıllı platformlar']"
UlakFin Finansal Teknoloji Hizmetleri,"Kurucu Ortaklar: Oğuzhan Mailmail, Barış Nasır, Övünç Sezer",https://ulakfin.com/,"['optimizasyon', 'doğal dil i̇şleme']"
Uptechlabs: Smart Garden,"Mert Kalaycı, Prof. Dr. Murat Aşkar",http://up-techlabs.com/,"['optimizasyon', 'otonom araçlar', 'görüntü i̇şleme', 'nesnelerin i̇nterneti']"
Urbanstat,Anil Celik,https://www.urbanstat.com/,['öngörü ve veri analitiği']
Usersdot,"Şevin Ballıktaş, Gökalp Caymaz",https://usersdot.com/,['öngörü ve veri analitiği']
Vahaa,"Yunus Emre Boyacıoğlu, Nehir Boyacıoğlu, Orhan Çelebi",https://www.vahaa.co/,"['görüntü i̇şleme', 'nesnelerin i̇nterneti']"
Valensas,Bilge Algül,https://valensas.com/,['chatbot ve diyalogsal yapay zeka']
Valven,"Kurucu Ortaklar: Muharrem Demir, Serdar Biçer",,['öngörü ve veri analitiği']
Vechur Team,"Kurucu Ortaklar: Dr. Öğretim Üyesi Ali Furkan Kamanlı, Tayfun Heren",,['görüntü i̇şleme']
VeriUs,Kurucu Ortaklar: Murat Ganiz ve Pınar Ganiz,https://verius.com.tr/,"['doğal dil i̇şleme', 'siber güvenlik']"
Virasoft,Samet Ayaltı,https://www.virasoft.com/,"['görüntü i̇şleme', 'makine öğrenmesi']"
Vircon,Kerim Kaya,https://vircongroup.com/,['doğal dil i̇şleme']
Vireup,Efe Pazarçeviren ve Arda Çelebi,https://www.vireup.com/,['doğal dil i̇şleme']
Visea,Dr. Cihan Topal,https://visea.com.tr/,['görüntü i̇şleme']
VISIGHT Teknoloji,"Sefa Dursun, Muhammed Şara",https://www.visight.com.tr/,"['üretim', 'bankacılık', 'akıllı şehir', 'güvenlik']"
Visio Mex,Kağan Tonyukuk Fikri,https://visiomex.com/,['görüntü i̇şleme']
Visiobit,Ramazan Çubukçı,http://visiobit.com/,"['öngörü ve veri analitiği', 'otonom araçlar', 'nesnelerin i̇nterneti']"
Visiosoft,Kurucu Ortaklar: Özcan Durak ve Fatih Yiğit,https://www.visiosoft.com.tr/,['görüntü i̇şleme']
Voiscope,Ferhat Aygun,https://www.voiscope.com/tr,"['chatbot ve diyalogsal yapay zeka', 'ses i̇şleme']"
Voiser,"Fatih Sönmez, Hafzullah Yıldırım",https://www.voiser.net/,"['makine öğrenmesi', 'doğal dil i̇şleme', 'akıllı platformlar', 'chatbot ve diyalogsal yapay zeka', 'görüntü i̇şleme']"
VooDoo RPA,İlkhan Cüceloğlu & Ahmet Hayran,https://www.voodoorpa.com/,"['makine öğrenmesi', 'doğal dil i̇şleme', 'rpa(robotik süreç otomasyonu)', 'chatbot ve diyalogsal yapay zeka', 'görüntü i̇şleme', 'nesnelerin i̇nterneti']"
WareOp,Ersin Güray,https://www.wareop.com/,"['makine öğrenmesi', 'optimizasyon']"
Wask,Ercan Pilicioğlu,https://www.wask.co/,['optimizasyon']
Wawlabs,Cüneyt Aksakallı,https://www.wawlabs.com/,['arama motoru ve arama asistanı']
wiCow,Selvi Yurtsever Çırak & Tolga Çırak,https://www.wicow.io/,"['makine öğrenmesi', 'öngörü ve veri analitiği']"
Windlar,Kurucu Ortaklar: Harun Tanrıverdi ve Ahmet Ulukan,https://windlar.com/,['görüntü i̇şleme']
WINWAI,Mevlüt Oğulcan Serdar,https://www.win-wai.com/,['rpa(robotik süreç otomasyonu)']
Wiro.ai,"Emin Budak, Serkan Leke",https://wiro.ai/,['genel']
Wiser,"Emre Cubukcu, Nilsu Derici",https://wisermedia.com/,['akıllı platformlar']
Workindo,Erhan Kocabaş,https://workindo.com/,['makine öğrenmesi']
Wyseye,"Mehmet Eren Bekin, Enes Koşar",https://wyseye.com/,['görüntü i̇şleme']
Yapay Tech,Önder Barış Aşık,https://yapaytech.com/,"['doğal dil i̇şleme', 'görüntü i̇şleme', 'chatbot ve diyalogsal yapay zeka']"
Yazmatik,Emre Özgür İnce,https://yazmatik.com/,"['makine öğrenmesi', 'doğal dil i̇şleme']"
Yeditek,"Aziz Karaburun, Doğu Gürdal",https://yeditek.com/,['görüntü i̇şleme']
Yerli İmalat,Can Yerligil,https://www.yerliimalat.net/,['görüntü i̇şleme']
Yeşil Science,Yusuf Yeşil,https://www.yesilscience.com/tr/,['makine öğrenmesi']
